Passo;Temperatura;FO_atual;FO_vizinho;Melhor_FO;Movimento_Aceito
171;2.2341;23.0000;-3965.0000;25.0000;0
172;2.2341;25.0000;25.0000;25.0000;1
173;2.2341;25.0000;18.0000;25.0000;0
174;2.2341;25.0000;19.0000;25.0000;0
175;2.2341;25.0000;15.0000;25.0000;0
176;2.2341;25.0000;23.0000;25.0000;0
177;2.2341;25.0000;-4963.0000;25.0000;0
178;2.2341;25.0000;23.0000;25.0000;0
179;2.2341;25.0000;-4963.0000;25.0000;0
180;2.2341;25.0000;19.0000;25.0000;0
181;2.2341;25.0000;18.0000;25.0000;0
182;2.2341;25.0000;15.0000;25.0000;0
183;2.2341;25.0000;15.0000;25.0000;0
184;2.2341;25.0000;18.0000;25.0000;0
185;2.2341;25.0000;15.0000;25.0000;0
186;2.2341;25.0000;18.0000;25.0000;0
187;2.2341;23.0000;23.0000;25.0000;1
188;2.2341;23.0000;13.0000;25.0000;0
189;2.2341;23.0000;-3965.0000;25.0000;0
190;2.2341;23.0000;-3965.0000;25.0000;0
191;2.2341;23.0000;17.0000;25.0000;0
192;2.2341;23.0000;13.0000;25.0000;0
193;2.2341;23.0000;17.0000;25.0000;0
194;2.2341;25.0000;25.0000;25.0000;1
195;2.2341;25.0000;-4963.0000;25.0000;0
196;2.2341;25.0000;19.0000;25.0000;0
197;2.2341;25.0000;18.0000;25.0000;0
198;2.2341;25.0000;-4963.0000;25.0000;0
199;2.2341;23.0000;23.0000;25.0000;1
0;2.1224;23.0000;13.0000;25.0000;0
1;2.1224;23.0000;16.0000;25.0000;0
2;2.1224;23.0000;17.0000;25.0000;0
3;2.1224;16.0000;16.0000;25.0000;1
4;2.1224;16.0000;10.0000;25.0000;0
5;2.1224;16.0000;10.0000;25.0000;0
6;2.1224;18.0000;18.0000;25.0000;1
7;2.1224;18.0000;-1970.0000;25.0000;0
8;2.1224;18.0000;16.0000;25.0000;0
9;2.1224;25.0000;25.0000;25.0000;1
10;2.1224;23.0000;23.0000;25.0000;1
11;2.1224;23.0000;13.0000;25.0000;0
12;2.1224;23.0000;-3965.0000;25.0000;0
13;2.1224;23.0000;13.0000;25.0000;0
14;2.1224;23.0000;13.0000;25.0000;0
15;2.1224;25.0000;25.0000;25.0000;1
16;2.1224;25.0000;-4963.0000;25.0000;0
17;2.1224;25.0000;18.0000;25.0000;0
18;2.1224;25.0000;-4963.0000;25.0000;0
19;2.1224;18.0000;18.0000;25.0000;1
20;2.1224;18.0000;16.0000;25.0000;0
21;2.1224;18.0000;12.0000;25.0000;0
22;2.1224;18.0000;8.0000;25.0000;0
23;2.1224;18.0000;12.0000;25.0000;0
24;2.1224;25.0000;25.0000;25.0000;1
25;2.1224;25.0000;15.0000;25.0000;0
26;2.1224;23.0000;23.0000;25.0000;1
27;2.1224;23.0000;13.0000;25.0000;0
28;2.1224;23.0000;16.0000;25.0000;0
29;2.1224;23.0000;-3965.0000;25.0000;0
30;2.1224;25.0000;25.0000;25.0000;1
31;2.1224;25.0000;18.0000;25.0000;0
32;2.1224;25.0000;19.0000;25.0000;0
33;2.1224;25.0000;15.0000;25.0000;0
34;2.1224;25.0000;15.0000;25.0000;0
35;2.1224;25.0000;19.0000;25.0000;0
36;2.1224;25.0000;15.0000;25.0000;0
37;2.1224;25.0000;23.0000;25.0000;0
38;2.1224;25.0000;18.0000;25.0000;0
39;2.1224;25.0000;18.0000;25.0000;0
40;2.1224;25.0000;18.0000;25.0000;0
41;2.1224;25.0000;15.0000;25.0000;0
42;2.1224;15.0000;15.0000;25.0000;1
43;2.1224;15.0000;8.0000;25.0000;0
44;2.1224;15.0000;-973.0000;25.0000;0
45;2.1224;25.0000;25.0000;25.0000;1
46;2.1224;25.0000;19.0000;25.0000;0
47;2.1224;25.0000;-4963.0000;25.0000;0
48;2.1224;25.0000;18.0000;25.0000;0
49;2.1224;25.0000;19.0000;25.0000;0
50;2.1224;25.0000;18.0000;25.0000;0
51;2.1224;18.0000;18.0000;25.0000;1
52;2.1224;18.0000;-1970.0000;25.0000;0
53;2.1224;18.0000;16.0000;25.0000;0
54;2.1224;16.0000;16.0000;25.0000;1
55;2.1224;16.0000;-972.0000;25.0000;0
56;2.1224;10.0000;10.0000;25.0000;1
57;2.1224;22.0000;22.0000;25.0000;1
58;2.1224;22.0000;10.0000;25.0000;0
59;2.1224;24.0000;24.0000;25.0000;1
60;2.1224;24.0000;-1970.0000;25.0000;0
61;2.1224;22.0000;22.0000;25.0000;1
62;2.1224;22.0000;-1971.0000;25.0000;0
63;2.1224;22.0000;-1971.0000;25.0000;0
64;2.1224;22.0000;-972.0000;25.0000;0
65;2.1224;22.0000;10.0000;25.0000;0
66;2.1224;22.0000;12.0000;25.0000;0
67;2.1224;22.0000;12.0000;25.0000;0
68;2.1224;22.0000;12.0000;25.0000;0
69;2.1224;22.0000;-972.0000;25.0000;0
70;2.1224;22.0000;-1971.0000;25.0000;0
71;2.1224;22.0000;12.0000;25.0000;0
72;2.1224;22.0000;10.0000;25.0000;0
73;2.1224;24.0000;24.0000;25.0000;1
74;2.1224;24.0000;12.0000;25.0000;0
75;2.1224;24.0000;12.0000;25.0000;0
76;2.1224;24.0000;12.0000;25.0000;0
77;2.1224;24.0000;12.0000;25.0000;0
78;2.1224;24.0000;12.0000;25.0000;0
79;2.1224;24.0000;-1970.0000;25.0000;0
80;2.1224;24.0000;14.0000;25.0000;0
81;2.1224;24.0000;-1970.0000;25.0000;0
82;2.1224;22.0000;22.0000;25.0000;1
83;2.1224;22.0000;-972.0000;25.0000;0
84;2.1224;22.0000;12.0000;25.0000;0
85;2.1224;22.0000;10.0000;25.0000;0
86;2.1224;22.0000;12.0000;25.0000;0
87;2.1224;22.0000;12.0000;25.0000;0
88;2.1224;22.0000;-1971.0000;25.0000;0
89;2.1224;22.0000;12.0000;25.0000;0
90;2.1224;22.0000;10.0000;25.0000;0
91;2.1224;24.0000;24.0000;25.0000;1
92;2.1224;24.0000;22.0000;25.0000;0
93;2.1224;24.0000;22.0000;25.0000;0
94;2.1224;24.0000;14.0000;25.0000;0
95;2.1224;24.0000;-2969.0000;25.0000;0
96;2.1224;24.0000;22.0000;25.0000;0
97;2.1224;14.0000;14.0000;25.0000;1
98;2.1224;14.0000;12.0000;25.0000;0
99;2.1224;20.0000;20.0000;25.0000;1
100;2.1224;20.0000;14.0000;25.0000;0
101;2.1224;20.0000;8.0000;25.0000;0
102;2.1224;20.0000;18.0000;25.0000;0
103;2.1224;18.0000;18.0000;25.0000;1
104;2.1224;20.0000;20.0000;25.0000;1
105;2.1224;20.0000;-973.0000;25.0000;0
106;2.1224;20.0000;14.0000;25.0000;0
107;2.1224;20.0000;14.0000;25.0000;0
108;2.1224;20.0000;-1970.0000;25.0000;0
109;2.1224;20.0000;8.0000;25.0000;0
110;2.1224;20.0000;18.0000;25.0000;0
111;2.1224;18.0000;18.0000;25.0000;1
112;2.1224;18.0000;12.0000;25.0000;0
113;2.1224;18.0000;-972.0000;25.0000;0
114;2.1224;18.0000;12.0000;25.0000;0
115;2.1224;18.0000;6.0000;25.0000;0
116;2.1224;20.0000;20.0000;25.0000;1
117;2.1224;20.0000;-973.0000;25.0000;0
118;2.1224;20.0000;-973.0000;25.0000;0
119;2.1224;18.0000;18.0000;25.0000;1
120;2.1224;18.0000;12.0000;25.0000;0
121;2.1224;18.0000;12.0000;25.0000;0
122;2.1224;20.0000;20.0000;25.0000;1
123;2.1224;20.0000;-973.0000;25.0000;0
124;2.1224;20.0000;-1970.0000;25.0000;0
125;2.1224;20.0000;18.0000;25.0000;0
126;2.1224;20.0000;8.0000;25.0000;0
127;2.1224;20.0000;-1970.0000;25.0000;0
128;2.1224;20.0000;8.0000;25.0000;0
129;2.1224;20.0000;14.0000;25.0000;0
130;2.1224;20.0000;18.0000;25.0000;0
131;2.1224;20.0000;8.0000;25.0000;0
132;2.1224;20.0000;8.0000;25.0000;0
133;2.1224;20.0000;14.0000;25.0000;0
134;2.1224;20.0000;-1970.0000;25.0000;0
135;2.1224;20.0000;-973.0000;25.0000;0
136;2.1224;20.0000;8.0000;25.0000;0
137;2.1224;20.0000;-973.0000;25.0000;0
138;2.1224;18.0000;18.0000;25.0000;1
139;2.1224;25.0000;25.0000;25.0000;1
140;2.1224;25.0000;19.0000;25.0000;0
141;2.1224;25.0000;-3965.0000;25.0000;0
142;2.1224;25.0000;-973.0000;25.0000;0
143;2.1224;25.0000;-3965.0000;25.0000;0
144;2.1224;25.0000;-3965.0000;25.0000;0
145;2.1224;25.0000;-3965.0000;25.0000;0
146;2.1224;25.0000;-973.0000;25.0000;0
147;2.1224;25.0000;-973.0000;25.0000;0
148;2.1224;25.0000;13.0000;25.0000;0
149;2.1224;25.0000;-973.0000;25.0000;0
150;2.1224;25.0000;-3965.0000;25.0000;0
151;2.1224;25.0000;-973.0000;25.0000;0
152;2.1224;25.0000;-973.0000;25.0000;0
153;2.1224;25.0000;18.0000;25.0000;0
154;2.1224;25.0000;13.0000;25.0000;0
155;2.1224;25.0000;-973.0000;25.0000;0
156;2.1224;25.0000;-973.0000;25.0000;0
157;2.1224;25.0000;13.0000;25.0000;0
158;2.1224;25.0000;-3965.0000;25.0000;0
159;2.1224;25.0000;-973.0000;25.0000;0
160;2.1224;25.0000;13.0000;25.0000;0
161;2.1224;25.0000;-973.0000;25.0000;0
162;2.1224;25.0000;13.0000;25.0000;0
163;2.1224;25.0000;-3965.0000;25.0000;0
164;2.1224;25.0000;-973.0000;25.0000;0
165;2.1224;25.0000;13.0000;25.0000;0
166;2.1224;25.0000;-3965.0000;25.0000;0
167;2.1224;25.0000;-973.0000;25.0000;0
168;2.1224;25.0000;13.0000;25.0000;0
169;2.1224;25.0000;13.0000;25.0000;0
170;2.1224;25.0000;-3965.0000;25.0000;0
171;2.1224;25.0000;-3965.0000;25.0000;0
172;2.1224;25.0000;19.0000;25.0000;0
173;2.1224;25.0000;19.0000;25.0000;0
174;2.1224;25.0000;19.0000;25.0000;0
175;2.1224;25.0000;18.0000;25.0000;0
176;2.1224;25.0000;-3965.0000;25.0000;0
177;2.1224;25.0000;13.0000;25.0000;0
178;2.1224;25.0000;18.0000;25.0000;0
179;2.1224;25.0000;13.0000;25.0000;0
180;2.1224;25.0000;-973.0000;25.0000;0
181;2.1224;25.0000;19.0000;25.0000;0
182;2.1224;25.0000;18.0000;25.0000;0
183;2.1224;25.0000;-973.0000;25.0000;0
184;2.1224;25.0000;-973.0000;25.0000;0
185;2.1224;25.0000;13.0000;25.0000;0
186;2.1224;25.0000;-3965.0000;25.0000;0
187;2.1224;25.0000;-973.0000;25.0000;0
188;2.1224;25.0000;13.0000;25.0000;0
189;2.1224;25.0000;-3965.0000;25.0000;0
190;2.1224;25.0000;19.0000;25.0000;0
191;2.1224;25.0000;-3965.0000;25.0000;0
192;2.1224;25.0000;-3965.0000;25.0000;0
193;2.1224;25.0000;13.0000;25.0000;0
194;2.1224;25.0000;-3965.0000;25.0000;0
195;2.1224;25.0000;19.0000;25.0000;0
196;2.1224;25.0000;-973.0000;25.0000;0
197;2.1224;25.0000;13.0000;25.0000;0
198;2.1224;25.0000;13.0000;25.0000;0
199;2.1224;25.0000;13.0000;25.0000;0
0;2.0163;25.0000;-3965.0000;25.0000;0
1;2.0163;25.0000;-973.0000;25.0000;0
2;2.0163;25.0000;18.0000;25.0000;0
3;2.0163;25.0000;18.0000;25.0000;0
4;2.0163;25.0000;-3965.0000;25.0000;0
5;2.0163;25.0000;18.0000;25.0000;0
6;2.0163;25.0000;13.0000;25.0000;0
7;2.0163;25.0000;-3965.0000;25.0000;0
8;2.0163;25.0000;19.0000;25.0000;0
9;2.0163;25.0000;18.0000;25.0000;0
10;2.0163;25.0000;-3965.0000;25.0000;0
11;2.0163;25.0000;13.0000;25.0000;0
12;2.0163;25.0000;-3965.0000;25.0000;0
13;2.0163;25.0000;-973.0000;25.0000;0
14;2.0163;25.0000;-3965.0000;25.0000;0
15;2.0163;25.0000;-3965.0000;25.0000;0
16;2.0163;25.0000;13.0000;25.0000;0
17;2.0163;25.0000;13.0000;25.0000;0
18;2.0163;25.0000;18.0000;25.0000;0
19;2.0163;25.0000;18.0000;25.0000;0
20;2.0163;25.0000;18.0000;25.0000;0
21;2.0163;25.0000;13.0000;25.0000;0
22;2.0163;25.0000;18.0000;25.0000;0
23;2.0163;25.0000;13.0000;25.0000;0
24;2.0163;25.0000;19.0000;25.0000;0
25;2.0163;25.0000;19.0000;25.0000;0
26;2.0163;25.0000;-973.0000;25.0000;0
27;2.0163;25.0000;-973.0000;25.0000;0
28;2.0163;25.0000;13.0000;25.0000;0
29;2.0163;25.0000;19.0000;25.0000;0
30;2.0163;25.0000;-973.0000;25.0000;0
31;2.0163;25.0000;-973.0000;25.0000;0
32;2.0163;25.0000;-3965.0000;25.0000;0
33;2.0163;25.0000;-973.0000;25.0000;0
34;2.0163;25.0000;-3965.0000;25.0000;0
35;2.0163;25.0000;-973.0000;25.0000;0
36;2.0163;25.0000;19.0000;25.0000;0
37;2.0163;25.0000;18.0000;25.0000;0
38;2.0163;25.0000;19.0000;25.0000;0
39;2.0163;25.0000;-973.0000;25.0000;0
40;2.0163;25.0000;-3965.0000;25.0000;0
41;2.0163;25.0000;-973.0000;25.0000;0
42;2.0163;25.0000;19.0000;25.0000;0
43;2.0163;25.0000;-3965.0000;25.0000;0
44;2.0163;25.0000;19.0000;25.0000;0
45;2.0163;19.0000;19.0000;25.0000;1
46;2.0163;19.0000;7.0000;25.0000;0
47;2.0163;21.0000;21.0000;25.0000;1
48;2.0163;21.0000;19.0000;25.0000;0
49;2.0163;21.0000;-973.0000;25.0000;0
50;2.0163;21.0000;14.0000;25.0000;0
51;2.0163;21.0000;-2969.0000;25.0000;0
52;2.0163;21.0000;-2969.0000;25.0000;0
53;2.0163;21.0000;14.0000;25.0000;0
54;2.0163;21.0000;-973.0000;25.0000;0
55;2.0163;21.0000;9.0000;25.0000;0
56;2.0163;21.0000;9.0000;25.0000;0
57;2.0163;21.0000;14.0000;25.0000;0
58;2.0163;21.0000;14.0000;25.0000;0
59;2.0163;21.0000;19.0000;25.0000;0
60;2.0163;21.0000;-2969.0000;25.0000;0
61;2.0163;21.0000;9.0000;25.0000;0
62;2.0163;21.0000;-2969.0000;25.0000;0
63;2.0163;21.0000;-2969.0000;25.0000;0
64;2.0163;21.0000;-973.0000;25.0000;0
65;2.0163;21.0000;-973.0000;25.0000;0
66;2.0163;21.0000;-973.0000;25.0000;0
67;2.0163;21.0000;-973.0000;25.0000;0
68;2.0163;21.0000;-2969.0000;25.0000;0
69;2.0163;21.0000;-973.0000;25.0000;0
70;2.0163;21.0000;-973.0000;25.0000;0
71;2.0163;21.0000;14.0000;25.0000;0
72;2.0163;21.0000;9.0000;25.0000;0
73;2.0163;21.0000;19.0000;25.0000;0
74;2.0163;21.0000;-973.0000;25.0000;0
75;2.0163;21.0000;-973.0000;25.0000;0
76;2.0163;19.0000;19.0000;25.0000;1
77;2.0163;19.0000;7.0000;25.0000;0
78;2.0163;25.0000;25.0000;25.0000;1
79;2.0163;25.0000;18.0000;25.0000;0
80;2.0163;25.0000;18.0000;25.0000;0
81;2.0163;25.0000;-3965.0000;25.0000;0
82;2.0163;25.0000;13.0000;25.0000;0
83;2.0163;25.0000;-973.0000;25.0000;0
84;2.0163;25.0000;-973.0000;25.0000;0
85;2.0163;25.0000;13.0000;25.0000;0
86;2.0163;25.0000;18.0000;25.0000;0
87;2.0163;25.0000;19.0000;25.0000;0
88;2.0163;25.0000;-973.0000;25.0000;0
89;2.0163;25.0000;-973.0000;25.0000;0
90;2.0163;25.0000;13.0000;25.0000;0
91;2.0163;25.0000;19.0000;25.0000;0
92;2.0163;25.0000;18.0000;25.0000;0
93;2.0163;25.0000;-973.0000;25.0000;0
94;2.0163;25.0000;13.0000;25.0000;0
95;2.0163;25.0000;-3965.0000;25.0000;0
96;2.0163;25.0000;-973.0000;25.0000;0
97;2.0163;25.0000;19.0000;25.0000;0
98;2.0163;25.0000;18.0000;25.0000;0
99;2.0163;25.0000;19.0000;25.0000;0
100;2.0163;25.0000;13.0000;25.0000;0
101;2.0163;25.0000;-3965.0000;25.0000;0
102;2.0163;25.0000;19.0000;25.0000;0
103;2.0163;25.0000;18.0000;25.0000;0
104;2.0163;25.0000;-3965.0000;25.0000;0
105;2.0163;25.0000;18.0000;25.0000;0
106;2.0163;25.0000;-3965.0000;25.0000;0
107;2.0163;19.0000;19.0000;25.0000;1
108;2.0163;25.0000;25.0000;25.0000;1
109;2.0163;25.0000;19.0000;25.0000;0
110;2.0163;19.0000;19.0000;25.0000;1
111;2.0163;19.0000;12.0000;25.0000;0
112;2.0163;19.0000;7.0000;25.0000;0
113;2.0163;25.0000;25.0000;25.0000;1
114;2.0163;25.0000;18.0000;25.0000;0
115;2.0163;25.0000;-3965.0000;25.0000;0
116;2.0163;25.0000;13.0000;25.0000;0
117;2.0163;25.0000;-973.0000;25.0000;0
118;2.0163;25.0000;-973.0000;25.0000;0
119;2.0163;25.0000;13.0000;25.0000;0
120;2.0163;25.0000;-3965.0000;25.0000;0
121;2.0163;25.0000;-973.0000;25.0000;0
122;2.0163;25.0000;-973.0000;25.0000;0
123;2.0163;25.0000;19.0000;25.0000;0
124;2.0163;25.0000;-3965.0000;25.0000;0
125;2.0163;25.0000;18.0000;25.0000;0
126;2.0163;25.0000;13.0000;25.0000;0
127;2.0163;25.0000;-3965.0000;25.0000;0
128;2.0163;25.0000;13.0000;25.0000;0
129;2.0163;25.0000;13.0000;25.0000;0
130;2.0163;25.0000;-973.0000;25.0000;0
131;2.0163;25.0000;-3965.0000;25.0000;0
132;2.0163;25.0000;13.0000;25.0000;0
133;2.0163;25.0000;-973.0000;25.0000;0
134;2.0163;25.0000;13.0000;25.0000;0
135;2.0163;25.0000;-3965.0000;25.0000;0
136;2.0163;25.0000;19.0000;25.0000;0
137;2.0163;25.0000;18.0000;25.0000;0
138;2.0163;25.0000;13.0000;25.0000;0
139;2.0163;25.0000;-3965.0000;25.0000;0
140;2.0163;25.0000;18.0000;25.0000;0
141;2.0163;25.0000;13.0000;25.0000;0
142;2.0163;25.0000;-3965.0000;25.0000;0
143;2.0163;25.0000;19.0000;25.0000;0
144;2.0163;25.0000;-3965.0000;25.0000;0
145;2.0163;25.0000;-973.0000;25.0000;0
146;2.0163;25.0000;-3965.0000;25.0000;0
147;2.0163;25.0000;-973.0000;25.0000;0
148;2.0163;25.0000;-973.0000;25.0000;0
149;2.0163;25.0000;19.0000;25.0000;0
150;2.0163;25.0000;-973.0000;25.0000;0
151;2.0163;25.0000;19.0000;25.0000;0
152;2.0163;25.0000;-3965.0000;25.0000;0
153;2.0163;25.0000;19.0000;25.0000;0
154;2.0163;25.0000;18.0000;25.0000;0
155;2.0163;25.0000;13.0000;25.0000;0
156;2.0163;25.0000;-973.0000;25.0000;0
157;2.0163;25.0000;-3965.0000;25.0000;0
158;2.0163;25.0000;-973.0000;25.0000;0
159;2.0163;25.0000;-973.0000;25.0000;0
160;2.0163;25.0000;13.0000;25.0000;0
161;2.0163;25.0000;18.0000;25.0000;0
162;2.0163;25.0000;-3965.0000;25.0000;0
163;2.0163;25.0000;13.0000;25.0000;0
164;2.0163;25.0000;-973.0000;25.0000;0
165;2.0163;25.0000;19.0000;25.0000;0
166;2.0163;25.0000;-973.0000;25.0000;0
167;2.0163;25.0000;-3965.0000;25.0000;0
168;2.0163;25.0000;19.0000;25.0000;0
169;2.0163;25.0000;-3965.0000;25.0000;0
170;2.0163;25.0000;13.0000;25.0000;0
171;2.0163;25.0000;-3965.0000;25.0000;0
172;2.0163;25.0000;-973.0000;25.0000;0
173;2.0163;25.0000;18.0000;25.0000;0
174;2.0163;25.0000;18.0000;25.0000;0
175;2.0163;25.0000;18.0000;25.0000;0
176;2.0163;25.0000;13.0000;25.0000;0
177;2.0163;25.0000;13.0000;25.0000;0
178;2.0163;25.0000;-3965.0000;25.0000;0
179;2.0163;25.0000;-973.0000;25.0000;0
180;2.0163;25.0000;18.0000;25.0000;0
181;2.0163;25.0000;13.0000;25.0000;0
182;2.0163;25.0000;19.0000;25.0000;0
183;2.0163;25.0000;13.0000;25.0000;0
184;2.0163;25.0000;-973.0000;25.0000;0
185;2.0163;25.0000;-973.0000;25.0000;0
186;2.0163;25.0000;-3965.0000;25.0000;0
187;2.0163;25.0000;13.0000;25.0000;0
188;2.0163;25.0000;-3965.0000;25.0000;0
189;2.0163;25.0000;18.0000;25.0000;0
190;2.0163;25.0000;19.0000;25.0000;0
191;2.0163;25.0000;19.0000;25.0000;0
192;2.0163;25.0000;18.0000;25.0000;0
193;2.0163;25.0000;19.0000;25.0000;0
194;2.0163;25.0000;18.0000;25.0000;0
195;2.0163;25.0000;-973.0000;25.0000;0
196;2.0163;25.0000;-973.0000;25.0000;0
197;2.0163;25.0000;13.0000;25.0000;0
198;2.0163;25.0000;-973.0000;25.0000;0
199;2.0163;25.0000;19.0000;25.0000;0
0;1.9155;25.0000;13.0000;25.0000;0
1;1.9155;25.0000;-973.0000;25.0000;0
2;1.9155;25.0000;13.0000;25.0000;0
3;1.9155;25.0000;18.0000;25.0000;0
4;1.9155;25.0000;19.0000;25.0000;0
5;1.9155;25.0000;-3965.0000;25.0000;0
6;1.9155;25.0000;13.0000;25.0000;0
7;1.9155;25.0000;18.0000;25.0000;0
8;1.9155;25.0000;13.0000;25.0000;0
9;1.9155;25.0000;19.0000;25.0000;0
10;1.9155;25.0000;-973.0000;25.0000;0
11;1.9155;25.0000;-3965.0000;25.0000;0
12;1.9155;25.0000;-973.0000;25.0000;0
13;1.9155;25.0000;13.0000;25.0000;0
14;1.9155;25.0000;13.0000;25.0000;0
15;1.9155;25.0000;-3965.0000;25.0000;0
16;1.9155;25.0000;18.0000;25.0000;0
17;1.9155;25.0000;18.0000;25.0000;0
18;1.9155;25.0000;19.0000;25.0000;0
19;1.9155;25.0000;13.0000;25.0000;0
20;1.9155;25.0000;13.0000;25.0000;0
21;1.9155;25.0000;-3965.0000;25.0000;0
22;1.9155;25.0000;18.0000;25.0000;0
23;1.9155;25.0000;18.0000;25.0000;0
24;1.9155;25.0000;18.0000;25.0000;0
25;1.9155;25.0000;-3965.0000;25.0000;0
26;1.9155;25.0000;18.0000;25.0000;0
27;1.9155;25.0000;-3965.0000;25.0000;0
28;1.9155;25.0000;-3965.0000;25.0000;0
29;1.9155;25.0000;-973.0000;25.0000;0
30;1.9155;25.0000;18.0000;25.0000;0
31;1.9155;25.0000;18.0000;25.0000;0
32;1.9155;25.0000;19.0000;25.0000;0
33;1.9155;25.0000;13.0000;25.0000;0
34;1.9155;25.0000;13.0000;25.0000;0
35;1.9155;25.0000;-973.0000;25.0000;0
36;1.9155;25.0000;18.0000;25.0000;0
37;1.9155;25.0000;-3965.0000;25.0000;0
38;1.9155;25.0000;13.0000;25.0000;0
39;1.9155;25.0000;18.0000;25.0000;0
40;1.9155;25.0000;13.0000;25.0000;0
41;1.9155;25.0000;-973.0000;25.0000;0
42;1.9155;25.0000;19.0000;25.0000;0
43;1.9155;25.0000;-3965.0000;25.0000;0
44;1.9155;25.0000;-973.0000;25.0000;0
45;1.9155;25.0000;18.0000;25.0000;0
46;1.9155;25.0000;18.0000;25.0000;0
47;1.9155;25.0000;18.0000;25.0000;0
48;1.9155;25.0000;18.0000;25.0000;0
49;1.9155;25.0000;-3965.0000;25.0000;0
50;1.9155;25.0000;-3965.0000;25.0000;0
51;1.9155;25.0000;19.0000;25.0000;0
52;1.9155;25.0000;18.0000;25.0000;0
53;1.9155;25.0000;19.0000;25.0000;0
54;1.9155;25.0000;18.0000;25.0000;0
55;1.9155;25.0000;-973.0000;25.0000;0
56;1.9155;25.0000;-973.0000;25.0000;0
57;1.9155;25.0000;19.0000;25.0000;0
58;1.9155;25.0000;19.0000;25.0000;0
59;1.9155;25.0000;-973.0000;25.0000;0
60;1.9155;25.0000;-973.0000;25.0000;0
61;1.9155;25.0000;-973.0000;25.0000;0
62;1.9155;25.0000;-973.0000;25.0000;0
63;1.9155;25.0000;-973.0000;25.0000;0
64;1.9155;25.0000;-3965.0000;25.0000;0
65;1.9155;25.0000;-3965.0000;25.0000;0
66;1.9155;25.0000;-973.0000;25.0000;0
67;1.9155;25.0000;18.0000;25.0000;0
68;1.9155;25.0000;18.0000;25.0000;0
69;1.9155;25.0000;19.0000;25.0000;0
70;1.9155;25.0000;19.0000;25.0000;0
71;1.9155;25.0000;-973.0000;25.0000;0
72;1.9155;25.0000;-973.0000;25.0000;0
73;1.9155;25.0000;13.0000;25.0000;0
74;1.9155;25.0000;13.0000;25.0000;0
75;1.9155;25.0000;18.0000;25.0000;0
76;1.9155;25.0000;-3965.0000;25.0000;0
77;1.9155;25.0000;-3965.0000;25.0000;0
78;1.9155;25.0000;18.0000;25.0000;0
79;1.9155;25.0000;19.0000;25.0000;0
80;1.9155;25.0000;18.0000;25.0000;0
81;1.9155;25.0000;18.0000;25.0000;0
82;1.9155;25.0000;-973.0000;25.0000;0
83;1.9155;25.0000;-973.0000;25.0000;0
84;1.9155;25.0000;-3965.0000;25.0000;0
85;1.9155;25.0000;13.0000;25.0000;0
86;1.9155;25.0000;19.0000;25.0000;0
87;1.9155;25.0000;13.0000;25.0000;0
88;1.9155;25.0000;-3965.0000;25.0000;0
89;1.9155;25.0000;18.0000;25.0000;0
90;1.9155;25.0000;18.0000;25.0000;0
91;1.9155;25.0000;13.0000;25.0000;0
92;1.9155;25.0000;13.0000;25.0000;0
93;1.9155;25.0000;-3965.0000;25.0000;0
94;1.9155;25.0000;-3965.0000;25.0000;0
95;1.9155;25.0000;19.0000;25.0000;0
96;1.9155;25.0000;-973.0000;25.0000;0
97;1.9155;25.0000;-973.0000;25.0000;0
98;1.9155;25.0000;19.0000;25.0000;0
99;1.9155;25.0000;18.0000;25.0000;0
100;1.9155;25.0000;-973.0000;25.0000;0
101;1.9155;25.0000;18.0000;25.0000;0
102;1.9155;25.0000;18.0000;25.0000;0
103;1.9155;25.0000;13.0000;25.0000;0
104;1.9155;25.0000;13.0000;25.0000;0
105;1.9155;18.0000;18.0000;25.0000;1
106;1.9155;18.0000;12.0000;25.0000;0
107;1.9155;18.0000;6.0000;25.0000;0
108;1.9155;25.0000;25.0000;25.0000;1
109;1.9155;25.0000;-3965.0000;25.0000;0
110;1.9155;25.0000;13.0000;25.0000;0
111;1.9155;25.0000;18.0000;25.0000;0
112;1.9155;25.0000;-3965.0000;25.0000;0
113;1.9155;25.0000;13.0000;25.0000;0
114;1.9155;25.0000;-3965.0000;25.0000;0
115;1.9155;25.0000;-973.0000;25.0000;0
116;1.9155;25.0000;19.0000;25.0000;0
117;1.9155;25.0000;13.0000;25.0000;0
118;1.9155;25.0000;-3965.0000;25.0000;0
119;1.9155;25.0000;13.0000;25.0000;0
120;1.9155;25.0000;-3965.0000;25.0000;0
121;1.9155;25.0000;-3965.0000;25.0000;0
122;1.9155;25.0000;-3965.0000;25.0000;0
123;1.9155;25.0000;-973.0000;25.0000;0
124;1.9155;25.0000;19.0000;25.0000;0
125;1.9155;25.0000;-973.0000;25.0000;0
126;1.9155;25.0000;18.0000;25.0000;0
127;1.9155;25.0000;13.0000;25.0000;0
128;1.9155;25.0000;-973.0000;25.0000;0
129;1.9155;25.0000;18.0000;25.0000;0
130;1.9155;25.0000;-973.0000;25.0000;0
131;1.9155;25.0000;18.0000;25.0000;0
132;1.9155;25.0000;19.0000;25.0000;0
133;1.9155;25.0000;18.0000;25.0000;0
134;1.9155;25.0000;18.0000;25.0000;0
135;1.9155;25.0000;19.0000;25.0000;0
136;1.9155;25.0000;-3965.0000;25.0000;0
137;1.9155;25.0000;19.0000;25.0000;0
138;1.9155;25.0000;19.0000;25.0000;0
